,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
473,Nicoya,CR,10.1483,-85.452,77.81,86,100,2.26,overcast clouds
474,Yanam,IN,16.7333,82.2167,80.56,81,98,3.44,overcast clouds
475,Boldumsaz,TM,42.1282,59.671,91.35,18,0,17.18,clear sky
476,Ranong,TH,9.9658,98.6348,78.82,86,100,8.99,overcast clouds
477,Chichica,PA,8.4922,-82.1627,77.74,81,100,1.39,overcast clouds
478,Fairview,US,40.8126,-73.999,81.88,76,20,8.05,few clouds
479,Moroni,KM,-11.7022,43.2551,76.48,72,83,3.49,broken clouds
480,Raudeberg,NO,61.9875,5.1352,57.87,98,100,12.12,light rain
481,Watertown,US,42.3709,-71.1828,77.99,75,75,8.05,broken clouds
482,Isla Mujeres,MX,21.2311,-86.731,82.45,84,24,11.03,few clouds
483,Garowe,SO,8.4054,48.4845,83.57,49,100,26.13,overcast clouds
484,Wilmington,US,34.2257,-77.9447,86.0,63,0,14.97,clear sky
485,Veraval,IN,20.9,70.3667,80.67,90,100,24.81,overcast clouds
486,Constitucion,CL,-35.3333,-72.4167,52.21,66,0,2.08,clear sky
487,Artvin,TR,41.1667,41.8333,79.16,71,32,7.34,scattered clouds
488,Evensk,RU,61.95,159.2333,51.89,99,100,7.58,light rain
489,Grand Gaube,MU,-20.0064,57.6608,68.38,69,50,5.01,scattered clouds
490,Amurzet,RU,47.6967,131.0981,59.92,87,99,3.71,moderate rain
491,Avera,US,33.194,-82.5271,78.55,76,100,6.04,overcast clouds
492,Svetlyy,RU,54.675,20.1347,73.45,42,11,9.04,few clouds
493,Manokwari,ID,-0.8667,134.0833,78.73,79,92,4.94,overcast clouds
494,Najran,SA,17.4924,44.1277,98.19,15,100,18.21,overcast clouds
495,Cockburn Town,TC,21.4612,-71.1419,81.45,73,6,13.69,clear sky
496,Vila Do Maio,CV,15.1333,-23.2167,90.39,78,28,17.22,scattered clouds
497,Jishou,CN,28.3167,109.7167,84.49,65,100,3.27,overcast clouds
498,Klamath Falls,US,42.2249,-121.7817,53.87,81,0,0.0,clear sky
499,Agadez,NE,19.75,10.25,106.21,9,3,10.94,clear sky
500,Synya,RU,65.3718,58.0387,64.22,52,30,3.65,scattered clouds
501,Gat,IL,31.61,34.7642,91.4,17,0,13.85,clear sky
502,Springbok,ZA,-29.6643,17.8865,68.29,19,86,11.99,overcast clouds
503,Paamiut,GL,61.994,-49.6678,43.43,93,100,2.13,overcast clouds
504,Kaduna,NG,10.5222,7.4383,67.95,95,100,7.34,moderate rain
505,Platteville,US,42.7342,-90.4785,71.83,68,0,9.22,clear sky
506,Aklavik,CA,68.2191,-135.0107,49.3,68,100,5.3,overcast clouds
507,Ngerengere,TZ,-6.75,38.1167,80.76,48,71,7.74,broken clouds
508,San Patricio,US,28.017,-97.5169,86.18,74,99,4.68,overcast clouds
509,Pokaran,IN,26.9167,71.9167,92.7,52,88,18.54,overcast clouds
510,Ibra,OM,22.6906,58.5334,103.21,23,81,13.31,broken clouds
511,Wagar,SD,16.1525,36.2032,89.83,47,97,8.34,overcast clouds
512,Nantucket,US,41.2835,-70.0995,73.51,63,100,10.36,overcast clouds
513,Anito,PH,12.4497,125.2886,78.58,87,49,3.47,scattered clouds
514,Kiruna,SE,67.8557,20.2251,58.12,51,0,20.71,clear sky
515,Greymouth,NZ,-42.4667,171.2,35.92,84,15,8.1,few clouds
516,Olafsvik,IS,64.8945,-23.7142,50.9,80,100,18.12,overcast clouds
517,Karagay,RU,58.2667,54.9368,64.89,65,86,10.31,overcast clouds
518,Luleburgaz,TR,41.4039,27.3592,89.87,25,36,13.13,scattered clouds
519,San Andres,CO,12.5847,-81.7006,80.62,85,100,17.83,overcast clouds
520,Maarianhamina,AX,60.0973,19.9348,73.26,64,0,10.36,clear sky
521,Almaznyy,RU,48.0448,40.045,95.27,16,100,17.74,overcast clouds
522,Houston,US,29.7633,-95.3633,82.31,86,27,4.0,scattered clouds
523,Cedar City,US,37.6775,-113.0619,65.39,82,40,4.61,scattered clouds
524,Nishihara,JP,26.1842,127.7558,83.48,79,75,5.75,broken clouds
525,Kralendijk,BQ,12.15,-68.2667,81.84,83,68,18.23,broken clouds
526,Belmonte,BR,-15.8631,-38.8828,80.96,62,24,10.71,few clouds
527,Makasar,ID,-5.14,119.4221,77.05,100,20,3.44,few clouds
528,Waitara,NZ,-38.925,174.25,41.0,74,0,14.83,clear sky
529,West Bay,KY,19.3667,-81.4167,88.07,77,87,3.0,overcast clouds
530,Vidim,RU,56.4088,103.1106,54.07,96,19,2.91,few clouds
531,Lagoa,PT,39.05,-27.9833,71.91,75,52,7.72,broken clouds
532,Darlawn,IN,24.0167,92.9,69.22,98,17,2.17,few clouds
533,Ardabil,IR,38.2498,48.2933,72.39,63,0,12.41,clear sky
534,Bhag,PK,29.0415,67.8239,104.77,32,59,18.41,broken clouds
535,Norilsk,RU,69.3535,88.2027,54.43,65,64,2.68,broken clouds
536,Sioux Lookout,CA,50.1001,-91.917,61.21,44,0,1.52,clear sky
537,Saraland,US,30.8207,-88.0706,82.09,83,100,1.99,overcast clouds
538,Araguaina,BR,-7.1911,-48.2072,95.95,20,0,4.68,clear sky
539,Rocha,UY,-34.4833,-54.3333,57.74,73,0,6.4,clear sky
540,Lukhovitsy,RU,54.9728,39.0361,76.21,37,0,5.99,clear sky
541,Northam,GB,51.0333,-4.2167,92.25,31,0,10.78,clear sky
542,Ouahigouya,BF,13.5828,-2.4216,90.66,47,84,8.28,broken clouds
543,Panguipulli,CL,-39.6333,-72.3333,47.61,72,40,1.32,scattered clouds
544,Pitlochry,GB,56.7051,-3.7343,80.89,38,0,7.87,clear sky
545,Mitu,CO,1.1983,-70.1733,76.98,94,19,3.67,few clouds
546,Zvishavane,ZW,-20.3267,30.0665,78.94,22,0,7.45,clear sky
547,Erenhot,CN,43.6475,111.9767,79.68,34,95,12.37,overcast clouds
548,Bonthe,SL,7.5264,-12.505,78.13,84,100,13.67,light rain
549,Selizharovo,RU,56.8519,33.4487,74.17,39,3,3.74,clear sky
550,Praya,CV,14.9215,-23.5087,90.14,48,20,10.36,few clouds
551,Uyuni,BO,-20.4597,-66.825,45.43,15,0,4.32,clear sky
552,Bucerias,MX,20.75,-105.3333,81.99,88,100,4.61,overcast clouds
553,Muros,ES,42.7762,-9.0603,75.09,65,92,4.99,overcast clouds
554,Mason City,US,43.1536,-93.201,70.36,78,40,6.91,scattered clouds
555,Lasa,IT,46.6166,10.7002,79.7,53,71,3.24,broken clouds
556,Kamaishi,JP,39.2667,141.8833,74.62,96,85,6.73,overcast clouds
557,Aras,ES,42.5617,-2.356,93.76,24,0,10.36,clear sky
558,Sangmelima,CM,2.9333,11.9833,72.03,87,100,3.74,overcast clouds
559,Warri,NG,5.5167,5.75,78.4,81,100,9.91,light rain
560,Baykalsk,RU,51.5058,104.1469,57.88,83,58,9.55,broken clouds
561,Samana,DO,19.2056,-69.3369,84.42,74,40,6.91,scattered clouds
562,Sinnamary,GF,5.3833,-52.95,82.78,73,15,5.73,few clouds
563,Mapiri,BO,-15.25,-68.1667,70.38,69,57,1.36,broken clouds
564,Labrea,BR,-7.2586,-64.7981,82.6,48,28,4.25,scattered clouds
565,Kamphaeng Phet,TH,16.25,99.5,79.16,83,100,4.0,moderate rain
566,Narrabri,AU,-30.3167,149.7833,59.52,68,100,5.01,overcast clouds
567,Keti Bandar,PK,24.1447,67.4497,80.94,92,100,8.86,overcast clouds
568,Kaka,TM,37.3482,59.6143,91.94,15,0,11.32,clear sky
569,Mogadishu,SO,2.0371,45.3438,77.25,78,14,20.11,few clouds
570,Khasan,RU,42.4308,130.6434,70.72,85,100,2.73,overcast clouds
571,Klaksvik,FO,62.2266,-6.589,56.32,72,35,14.09,scattered clouds
572,Henderson,US,36.0397,-114.9819,84.67,58,2,0.0,clear sky
573,Coihaique,CL,-45.5752,-72.0662,42.75,75,75,0.0,broken clouds
574,Amapa,BR,1.0,-52.0,89.69,49,11,1.95,few clouds
575,Porbandar,IN,21.6422,69.6093,80.85,90,100,19.93,heavy intensity rain
576,Novyy Urengoy,RU,66.0833,76.6333,62.91,45,100,6.6,overcast clouds
577,Salsk,RU,46.4725,41.5428,99.48,20,9,20.78,clear sky
578,Corowa,AU,-36.0333,146.3833,50.58,97,99,7.31,overcast clouds
579,Qaqortoq,GL,60.7167,-46.0333,47.1,89,88,8.7,overcast clouds
580,Codrington,AU,-38.2667,141.9667,45.72,67,100,7.61,moderate rain
581,Saquarema,BR,-22.92,-42.5103,69.84,77,96,23.38,overcast clouds
582,Lahaina,US,20.8783,-156.6825,79.81,80,58,10.98,broken clouds
583,Biltine,TD,14.5333,20.9167,91.72,42,96,8.16,overcast clouds
584,Thunder Bay,CA,48.4001,-89.3168,61.61,51,1,4.65,clear sky
585,Uruzgan,AF,32.8333,66.0,90.23,10,0,7.96,clear sky
586,Puerto Ayacucho,VE,5.6639,-67.6236,79.45,83,71,2.73,broken clouds
587,Pecos,US,31.4229,-103.4932,79.86,57,0,0.0,clear sky
588,Broken Hill,AU,-31.95,141.4333,49.89,47,13,18.5,few clouds
589,Bandarbeyla,SO,9.4942,50.8122,79.77,74,82,28.36,broken clouds
590,Kant,IN,27.8,79.8,89.29,54,30,14.07,scattered clouds
591,Meppel,NL,52.6958,6.1944,91.06,33,3,1.01,clear sky
592,Trowbridge,GB,51.3189,-2.2086,92.75,33,0,1.99,clear sky
593,Sikasso,ML,10.9167,-7.0,84.65,63,99,5.75,overcast clouds
594,Shimoda,JP,34.6667,138.95,77.11,92,67,11.39,light rain
595,Viedma,AR,-40.8135,-62.9967,54.09,47,0,13.76,clear sky
596,San Quintin,MX,30.4833,-115.95,71.44,82,15,5.39,few clouds
597,Matagami,CA,49.7502,-77.6328,50.11,100,100,12.66,overcast clouds
598,Barkly West,ZA,-28.5354,24.5215,80.69,9,1,13.51,clear sky
599,Brezice,SI,45.9033,15.5911,83.62,55,0,5.75,clear sky
600,Leshukonskoye,RU,64.8989,45.7622,70.72,52,100,10.67,overcast clouds
601,Soria,ES,41.6667,-2.6667,93.11,33,46,11.65,scattered clouds
602,Jardim,BR,-21.4803,-56.1381,64.11,51,0,7.43,clear sky
603,Wladyslawowo,PL,54.7909,18.4009,80.94,55,37,8.48,scattered clouds
604,Maraba,BR,-5.3686,-49.1178,91.72,37,8,3.74,clear sky
605,Carndonagh,IE,55.25,-7.2667,71.22,55,0,3.22,clear sky
606,Kitale,KE,1.0157,35.0062,64.42,86,100,1.52,light rain
607,Yala,TH,6.3333,101.25,76.59,93,87,2.44,overcast clouds
608,Camocim,BR,-2.9022,-40.8411,88.07,50,61,9.71,broken clouds
609,Verkhnevilyuysk,RU,63.4453,120.3167,60.49,84,100,3.83,overcast clouds
610,Kurchum,KZ,48.5722,83.6542,79.25,31,47,4.72,scattered clouds
611,Coihueco,CL,-36.6167,-71.8333,36.34,93,100,3.44,fog
612,Luderitz,NA,-26.6481,15.1594,63.82,60,83,11.43,broken clouds
613,Turukhansk,RU,65.8167,87.9833,54.37,58,100,6.49,overcast clouds
614,Peterhead,GB,57.5058,-1.7981,84.6,70,0,3.44,clear sky
615,Lunca Ilvei,RO,47.3667,24.9833,63.39,67,71,6.49,broken clouds
616,Mount Pleasant,US,32.7941,-79.8626,86.0,73,0,4.61,clear sky
617,Mount Gambier,AU,-37.8333,140.7667,45.28,82,100,4.41,overcast clouds
618,Ixtapa,MX,20.7,-105.2,81.23,88,100,4.61,overcast clouds
619,Shimanovsk,RU,52.0,127.7,54.46,87,97,3.29,overcast clouds
620,Vagur,FO,61.4732,-6.8119,51.87,81,94,13.56,overcast clouds
621,Kawalu,ID,-7.3817,108.2082,72.72,98,82,1.66,broken clouds
622,Burnie,AU,-41.0667,145.9167,49.95,92,92,2.13,overcast clouds
623,Romitan,UZ,39.9343,64.3814,89.55,25,0,9.22,clear sky
624,Berezniki,RU,59.4152,56.8124,56.59,72,100,10.56,overcast clouds
625,Priargunsk,RU,50.3691,119.1012,60.4,66,80,2.48,broken clouds
626,Apostolove,UA,47.66,33.7137,79.63,46,100,7.09,light rain
627,Cukai,MY,4.25,103.4167,79.9,90,80,5.17,broken clouds
628,Pindiga,NG,9.9833,10.9333,69.69,91,100,5.91,overcast clouds
629,Russell,US,32.3502,-85.1999,78.01,75,100,1.54,overcast clouds
630,Cariati,IT,39.4922,16.9594,81.55,45,73,8.03,broken clouds
631,Parrita,CR,9.5201,-84.3225,81.93,75,95,2.26,overcast clouds
632,Alyangula,AU,-13.8483,136.4192,71.15,84,12,8.81,few clouds
633,Kasama,ZM,-10.2129,31.1808,79.03,21,7,6.6,clear sky
634,Chara,RU,56.9064,118.2631,53.51,80,15,4.18,few clouds
635,Neiafu,TO,-18.65,-173.9833,78.53,80,27,10.11,light rain
636,Tranas,SE,58.0372,14.9782,79.39,36,6,9.1,clear sky
637,Oliveira,BR,-20.6964,-44.8272,66.74,41,18,7.65,few clouds
638,Kurilsk,RU,45.2333,147.8833,64.36,85,100,5.57,overcast clouds
639,Peruibe,BR,-24.32,-46.9983,61.65,87,92,9.62,overcast clouds
640,Turinskaya Sloboda,RU,57.6232,64.3858,65.03,97,84,5.48,moderate rain
641,Kalianget,ID,-7.05,113.9333,81.88,76,11,15.75,few clouds
642,Conceicao Das Alagoas,BR,-19.9147,-48.3883,68.72,39,0,9.06,clear sky
643,Trelew,AR,-43.249,-65.3051,52.12,46,38,7.65,scattered clouds
644,Krasnoufimsk,RU,56.6059,57.7669,60.94,72,33,10.69,scattered clouds
645,Kikwit,CD,-5.041,18.8162,100.72,10,75,4.21,broken clouds
646,Gravdal,NO,68.1214,13.5031,53.49,76,75,18.41,broken clouds
647,Gundlupet,IN,11.8,76.6833,70.14,83,97,10.78,overcast clouds
648,Bud,US,39.447,-86.1758,76.75,79,0,4.23,clear sky
649,Nemuro,JP,43.3236,145.575,65.52,98,100,12.21,overcast clouds
650,Havoysund,NO,70.9963,24.6622,55.63,92,100,34.52,light rain
651,Olavarria,AR,-36.8927,-60.3225,50.02,73,0,15.82,clear sky
652,Araouane,ML,18.9048,-3.5265,103.14,23,1,4.76,clear sky
653,Ormstown,CA,45.1334,-73.9992,73.09,82,85,10.42,overcast clouds
654,Namioka,JP,40.7072,140.5894,75.74,94,100,7.11,moderate rain
655,Yerbogachen,RU,61.2767,108.0108,55.72,95,15,5.03,light rain
656,Tulsipur,NP,28.131,82.2973,76.84,85,29,4.63,scattered clouds
657,Akureyri,IS,65.6835,-18.0878,56.05,59,97,10.89,overcast clouds
658,Gunnedah,AU,-30.9833,150.25,54.41,67,100,4.63,light rain
659,Thinadhoo,MV,0.5333,72.9333,81.82,74,37,3.27,scattered clouds
660,Cayenne,GF,4.9333,-52.3333,85.46,64,25,6.06,scattered clouds
661,Anadyr,RU,64.75,177.4833,56.5,72,100,4.72,overcast clouds
662,Greece,US,43.2098,-77.6931,76.87,70,40,11.5,scattered clouds
663,Sinegorskiy,RU,48.0139,40.8447,96.75,17,87,13.42,overcast clouds
664,Karpathos,GR,35.507,27.2132,80.56,69,20,32.21,few clouds
665,Port-Gentil,GA,-0.7193,8.7815,76.01,80,92,16.06,overcast clouds
666,Bandar-E Lengeh,IR,26.5579,54.8807,97.36,56,7,10.33,clear sky
667,Calatayud,ES,41.3535,-1.6432,95.36,23,65,10.47,broken clouds
668,Kizukuri,JP,40.8061,140.3861,75.94,91,100,9.08,moderate rain
669,Canby,US,45.2629,-122.6926,62.1,86,0,0.31,clear sky
670,Raseiniai,LT,55.3736,23.1217,73.31,50,4,4.43,clear sky
671,Port Moresby,PG,-9.4431,147.1797,76.42,83,20,23.02,few clouds
672,Baijiantan,CN,45.6333,85.1833,90.14,24,66,6.53,broken clouds
673,Singarayakonda,IN,15.25,80.0333,91.24,50,100,11.01,overcast clouds
674,Ypsonas,CY,34.6884,32.9574,85.17,70,20,24.16,few clouds
675,Rafaela,AR,-31.2503,-61.4867,58.98,44,8,4.0,clear sky
676,Pangai,TO,-19.8,-174.35,76.08,85,18,13.31,light rain
677,Boa Vista,BR,2.8197,-60.6733,85.98,70,40,3.44,scattered clouds
678,Keokuk,US,40.3973,-91.3849,79.27,73,0,0.0,clear sky
679,Urengoy,RU,65.9667,78.3667,56.61,57,100,8.12,overcast clouds
680,Buraydah,SA,26.326,43.975,110.75,10,62,16.13,broken clouds
681,Bandrele,YT,-12.9067,45.1914,74.73,66,0,6.91,clear sky
682,Nacala,MZ,-14.5428,40.6728,74.61,71,12,9.13,few clouds
683,Batticaloa,LK,7.7102,81.6924,80.92,82,65,8.97,broken clouds
684,Sabang,ID,5.8933,95.3214,82.85,73,98,19.6,overcast clouds
685,Peniche,PT,39.3558,-9.3811,83.08,69,17,12.19,few clouds
686,Hammerfest,NO,70.6634,23.6821,52.25,93,75,17.27,shower rain
687,Ati,TD,13.2154,18.3353,89.78,50,100,11.95,overcast clouds
688,Kalanchak,UA,46.2562,33.2907,72.01,71,100,14.05,light rain
689,Shiraoi,JP,42.55,141.35,68.2,99,100,11.52,moderate rain
690,Boende,CD,-0.2167,20.8667,90.59,40,100,1.63,overcast clouds
691,Baoding,CN,38.8511,115.4903,75.49,97,1,7.49,clear sky
692,Mackenzie,CA,55.2999,-123.1698,64.99,61,51,1.16,broken clouds
693,Great Yarmouth,GB,52.6083,1.7305,88.07,64,2,10.54,clear sky
694,Devils Lake,US,48.1128,-98.8651,64.94,70,0,8.99,clear sky
695,Ullapool,GB,57.8987,-5.1604,61.36,79,93,5.26,overcast clouds
696,Talgar,KZ,43.3027,77.2395,66.25,82,90,4.85,overcast clouds
697,Auki,SB,-8.7676,160.7034,76.21,89,99,2.93,overcast clouds
698,Mandera,KE,3.9366,41.867,83.7,46,100,18.79,overcast clouds
699,Nago,JP,26.5881,127.9761,82.83,83,100,5.5,overcast clouds
700,Clones,IE,54.1833,-7.2333,77.49,46,0,2.39,clear sky
701,Aviles,ES,43.5547,-5.9248,87.37,79,75,13.8,fog
702,Yar-Sale,RU,66.8333,70.8333,54.95,80,100,6.22,overcast clouds
703,Kasaoka,JP,34.5,133.5,87.01,69,94,1.54,overcast clouds
704,Mitoc,RO,48.1,27.0333,76.69,47,100,8.81,overcast clouds
705,Treinta Y Tres,UY,-33.2333,-54.3833,58.89,70,0,5.99,clear sky
706,Kasongo-Lunda,CD,-6.4667,16.8167,98.11,9,78,4.97,broken clouds
707,Paicol,CO,2.4496,-75.775,80.62,51,22,4.54,few clouds
708,Noshiro,JP,40.2039,140.0242,72.64,94,100,1.45,overcast clouds
709,Port Hedland,AU,-20.3167,118.5667,72.9,40,96,15.32,overcast clouds
710,Palmas,BR,-10.2128,-48.3603,97.05,23,81,2.42,broken clouds
711,Sao Desiderio,BR,-12.3633,-44.9733,95.2,14,34,4.29,scattered clouds
